#	Temperatur 7 (°C)	Temperatur 8 (°C)
554	35.85	32.51
555	35.78	32.51
556	35.72	32.51
557	35.65	32.52
558	35.59	32.51
559	35.52	32.51
560	35.47	32.51
561	35.40	32.51
562	35.34	32.50
563	35.29	32.50
564	35.24	32.49
565	35.19	32.49
566	35.13	32.48
567	35.08	32.47
568	35.04	32.47
569	34.99	32.45
570	34.95	32.44
571	34.90	32.43
572	34.86	32.42
573	34.81	32.41
574	34.77	32.40
575	34.73	32.39
576	34.69	32.39
577	34.65	32.37
578	34.62	32.37
579	34.60	32.36
580	34.62	32.36
581	34.66	32.34
582	34.72	32.33
583	34.80	32.32
584	34.88	32.31
585	34.98	32.29
586	35.08	32.28
587	35.19	32.27
588	35.31	32.26
589	35.43	32.25
590	35.54	32.25
591	35.66	32.23
592	35.78	32.23
593	35.90	32.22
594	36.01	32.21
595	36.13	32.21
596	36.24	32.21
597	36.34	32.20
598	36.45	32.20
599	36.55	32.20
600	36.65	32.21
601	36.76	32.21
602	36.85	32.20
603	36.94	32.21
604	37.03	32.22
605	37.12	32.22
606	37.20	32.23
607	37.29	32.23
608	37.37	32.23
609	37.43	32.24
610	37.51	32.24
611	37.58	32.26
612	37.65	32.27
613	37.72	32.28
614	37.79	32.29
615	37.85	32.30
616	37.91	32.32
617	37.97	32.32
618	38.03	32.34
619	38.09	32.35
620	38.14	32.37
621	38.20	32.38
622	38.24	32.39
623	38.29	32.41
624	38.34	32.42
625	38.39	32.44
626	38.43	32.45
627	38.48	32.47
628	38.52	32.49
629	38.56	32.51
630	38.60	32.52
631	38.63	32.54
632	38.64	32.56
633	38.63	32.58
634	38.60	32.59
635	38.54	32.61
636	38.48	32.63
637	38.40	32.64
638	38.31	32.66
639	38.23	32.68
640	38.13	32.70
641	38.03	32.71
642	37.93	32.73
643	37.82	32.75
644	37.73	32.76
645	37.61	32.77
646	37.51	32.78
647	37.41	32.79
648	37.30	32.80
649	37.21	32.81
650	37.11	32.82
651	37.01	32.83
652	36.92	32.84
653	36.83	32.85
